name	geneName	logFC	AveExpr	t	P.Value	adj.P.Val	B	CTBvsEPI
ENSG00000142089.15_319669_327537	IFITM3	4.35874940878091	5.46431566466415	13.7546330947434	1.27887167760051e-17	3.57639509573547e-14	29.0703617027517	-4.35874940878091
ENSG00000261780.2_73324941_73349878	LINC02582	22.9295954057224	-5.29731421338195	13.5226865767024	2.36069983128651e-17	6.30167359054376e-14	28.4478405811037	-22.9295954057224
ENSG00000181392.15_36003299_36008793	SYNE4	-20.7525232717943	-5.79063810396975	-13.4358120031667	2.97495307776184e-17	7.5960899738139e-14	28.2129909849094	20.7525232717943
ENSG00000164649.19_21900900_21946084	CDCA7L	22.0580020692009	-7.4181656210669	13.0469895896638	8.47116143431041e-17	2.07285790646978e-13	27.1505043051747	-22.0580020692009
ENSG00000167654.17_3879864_3928079	ATCAY	20.1059951882967	-9.73910231590171	12.8787524708558	1.33999233138529e-16	3.14774918581056e-13	26.6849719760822	-20.1059951882967
ENSG00000166426.7_78340324_78348230	CRABP1	22.317773049748	-5.89265265900862	12.6956913715402	2.21593641090687e-16	5.00520375397414e-13	26.1743973890547	-22.317773049748
ENSG00000114115.9_139517434_139539829	RBP1	22.2449371272609	-7.12173172001435	12.6275760169085	2.67491252247199e-16	5.81813287804491e-13	25.9833423749179	-22.2449371272609
ENSG00000172020.12_115623324_115721490	GAP43	20.831761735195	-7.9785570094428	12.4529398083799	4.34582214551659e-16	9.11489632641974e-13	25.4908354177821	-20.831761735195
ENSG00000075388.3_69771016_69775403	FGF4	20.1592243258439	-9.67086537113267	12.2601060880062	7.46019017696074e-16	1.48527257829409e-12	24.9425211881122	-20.1592243258439
ENSG00000225366.4_110520312_110523021	TDGF1P3	20.5185128101284	-9.53376284391089	12.2541022354411	7.5873409758412e-16	1.48527257829409e-12	24.9253736863787	-20.5185128101284
ENSG00000147100.10_74421461_74533917	SLC16A2	19.7528176139155	-9.88040340660677	12.2409975280173	7.8725791404474e-16	1.49139662961631e-12	24.8879296273316	-19.7528176139155
ENSG00000119866.21_60450520_60555154	BCL11A	19.9160788899241	-8.53427914506578	12.1732379259952	9.53105598162914e-16	1.74915726447855e-12	24.6939715516512	-19.9160788899241
ENSG00000135547.8_125747664_125761269	HEY2	19.6704887205921	-9.81579852477794	12.1342556038145	1.06419343974373e-15	1.89384509502516e-12	24.5821218460944	-19.6704887205921
ENSG00000106278.11_121873089_122062036	PTPRZ1	19.1086090988678	-8.57285801427396	11.9447841572681	1.82365128172614e-15	3.04144562107708e-12	24.035721344585	-19.1086090988678
ENSG00000214548.16_100779410_100861031	MEG3	20.361904145124	-3.96717148439846	11.937896164356	1.85987360144111e-15	3.04144562107708e-12	24.0157712742796	-20.361904145124
ENSG00000154096.13_119417378_119424985	THY1	20.3863260188256	-4.31924855113546	11.937040470376	1.86442424027747e-15	3.04144562107708e-12	24.0132924574962	-20.3863260188256
ENSG00000111704.10_7787794_7799141	NANOG	20.9514523901368	-7.37156197099131	11.7819172193884	2.90816760224786e-15	4.61589077776243e-12	23.5623762142134	-20.9514523901368
ENSG00000136732.15_126655933_126696670	GYPC	17.9919810810163	-11.3267080523164	11.7716348095909	2.99547066252426e-15	4.62934225258059e-12	23.5323782063437	-17.9919810810164
ENSG00000254339.5_114282067_114295839	AC064802.1	22.7783176350303	-6.13255785218068	11.7492734992564	3.19463410764108e-15	4.81054557024199e-12	23.46709435438	-22.7783176350303
ENSG00000169174.10_55039548_55064852	PCSK9	20.8832951341085	-8.71605815776858	11.7350964921874	3.32781901597097e-15	4.88582068377318e-12	23.4256714092288	-20.8832951341085
ENSG00000260834.1_65190973_65234914	AC009055.2	21.3147398462682	-3.39679996943196	11.6807782873313	3.89249543125011e-15	5.57547754124452e-12	23.2667240320668	-21.3147398462682
ENSG00000133980.4_74303069_74360008	VRTN	21.0704318646864	-8.59506655102133	11.6637921530047	4.08835045935005e-15	5.71658470062501e-12	23.2169411728438	-21.0704318646864
ENSG00000284294.1_18936411_18947741	AC007326.5	19.6989648098998	-10.5103245298069	11.6472067050879	4.28924474005959e-15	5.85801106626697e-12	23.1682969732421	-19.6989648098998
ENSG00000248605.5_25404733_25445925	AC022140.1	17.5210235835487	-11.5519485945835	11.5969423530016	4.96148145308104e-15	6.57171507664329e-12	23.0206591353931	-17.5210235835487
ENSG00000075340.22_70607618_70768225	ADD2	19.4357726157713	-10.6361990574336	11.5918276442668	5.03562549506952e-15	6.57171507664329e-12	23.0056179239149	-19.4357726157713
ENSG00000251292.1_23723262_23733579	ERVH-1	21.671392006875	-8.21066160435287	11.5785086238412	5.23402535577126e-15	6.68214363192128e-12	22.9664339398471	-21.671392006875
ENSG00000279694.1_78339208_78341757	AC011270.2	14.9155866021245	-12.7980271509168	11.541643484442	5.82557851808366e-15	7.27912233258509e-12	22.8578597446132	-14.9155866021245
ENSG00000255192.5_35084193_35085110	NANOGP8	18.0432278303284	-11.302198737428	11.4866176676227	6.83743186596509e-15	8.36545544151108e-12	22.6954752261571	-18.0432278303284
ENSG00000165379.13_41607570_41904549	LRFN5	18.2485148361722	-11.2040179955027	11.2890584875233	1.21903334661305e-14	1.46102390503152e-11	22.1092694195481	-18.2485148361722
ENSG00000138685.15_122826708_122898236	FGF2	17.6266620759708	-10.4714791162157	11.2663890232815	1.30308203781493e-14	1.50486494304911e-11	22.0416839721163	-17.6266620759708
ENSG00000137285.9_3224261_3231730	TUBB2B	20.6622435201438	-7.19445452621525	11.2654045626912	1.30686246693181e-14	1.50486494304911e-11	22.0387474672868	-20.6622435201438
ENSG00000132688.10_156668763_156677397	NES	18.2477956303699	-8.77302512987718	11.1863032671723	1.65005513950169e-14	1.86351515725991e-11	21.8023943940144	-18.2477956303699
ENSG00000145423.4_153780592_153789120	SFRP2	22.1245873375651	-8.03877015384554	11.1393180537017	1.89590871605837e-14	2.10077417298037e-11	21.661624744984	-22.1245873375651
ENSG00000171992.12_150601080_150659220	SYNPO	-18.9565084258635	-5.94105448916148	-11.0939817341217	2.1683894620429e-14	2.35820385069247e-11	21.5255278502353	18.9565084258635
ENSG00000061273.17_47782722_47833132	HDAC7	19.0560481985606	-8.20292851167018	11.0668521376067	2.3501285721617e-14	2.50938183013346e-11	21.4439609189233	-19.0560481985606
ENSG00000203908.3_73362677_73364171	KHDC3L	21.7077724884794	-2.24082183988077	11.041934344166	2.53065351679619e-14	2.65388730501589e-11	21.3689611644742	-21.7077724884794
ENSG00000203930.11_140709562_140793215	LINC00632	17.5233333516827	-11.5508439228672	10.9651795675508	3.18021728588732e-14	3.27657229032113e-11	21.1374403727439	-17.5233333516827
ENSG00000107731.12_71212570_71302864	UNC5B	19.0874983500033	-9.06699862339245	10.9432497202664	3.39521457788802e-14	3.43777183647638e-11	21.0711539839079	-19.0874983500033
ENSG00000161249.20_35497220_35513658	DMKN	19.8277467110506	-7.18175023445992	10.8950889898077	3.9206216811175e-14	3.90248049944046e-11	20.9253658634022	-19.8277467110506
ENSG00000167634.12_54923509_54966312	NLRP7	6.95523534938192	3.26666174779412	10.8768611894708	4.14037006253683e-14	4.05252521104334e-11	20.8701112532034	-6.95523534938191
ENSG00000188536.13_172876_173710	HBA2	20.1521523943382	-5.67185615998387	10.8052243498917	5.13216724151499e-14	4.93130196050779e-11	20.6525470138335	-20.1521523943382
ENSG00000265992.1_54632122_54639857	ESRG	20.1855039394462	-2.11854578747314	10.8000704589634	5.21220606905715e-14	4.93130196050779e-11	20.6368693093649	-20.1855039394462
ENSG00000185630.18_164555584_164899296	PBX1	18.0174313760116	-8.80440044068174	10.7913902803616	5.34988036223651e-14	4.93130196050779e-11	20.610457320798	-18.0174313760116
ENSG00000149260.16_77066941_77126155	CAPN5	19.2599837067622	-8.4083706189708	10.7898882531522	5.3740753907487e-14	4.93130196050779e-11	20.6058859932163	-19.2599837067622
ENSG00000223850.1_15920399_15936017	MYCNUT	-19.133386855005	-8.46114361068854	-10.7681699429726	5.73658737974693e-14	5.18296257000612e-11	20.5397556959467	19.133386855005
ENSG00000170961.6_121612116_121641390	HAS2	18.9482172131123	-5.51581730723861	10.7142921962216	6.74678142924617e-14	6.00330656053545e-11	20.3754449586483	-18.9482172131123
ENSG00000280623.1_23536881_23547797	PCAT14	20.2503979284539	-7.35482934232636	10.6848771211791	7.37266073321171e-14	6.46230219222872e-11	20.2855830013495	-20.2503979284539
ENSG00000116774.11_113979391_114035572	OLFML3	20.5960108469704	-6.79949801262778	10.6428378617367	8.37087550804925e-14	7.22935891119424e-11	20.1569649688416	-20.5960108469704
ENSG00000154639.18_17512382_17593579	CXADR	18.5698265010247	-5.25208135248407	10.5615028976558	1.07089124743085e-13	9.11452612867707e-11	19.9074904082626	-18.5698265010247
ENSG00000206172.8_176680_177522	HBA1	19.3667865400486	-6.16053176035979	10.5508129649214	1.10619722295423e-13	9.28052061606184e-11	19.8746398494635	-19.3667865400486
ENSG00000151650.7_133237404_133241929	VENTX	18.9910387440142	-10.2118077457159	10.5390098445354	1.14655294545665e-13	9.48360772222992e-11	19.8383517495931	-18.9910387440142
ENSG00000183971.7_2009926_2020755	NPW	19.4944151302269	-9.02831358287499	10.5185690349279	1.22000660301273e-13	9.95101774654563e-11	19.7754661403999	-19.4944151302269
ENSG00000038427.15_83471465_83582303	VCAN	17.1634121711659	-5.24331777368469	10.4900885872848	1.33038065115905e-13	1.07026389726874e-10	19.6877594276728	-17.1634121711659
ENSG00000113657.12_147390811_147510056	DPYSL3	18.8287905488294	-10.3085773301189	10.4348516431896	1.57418277899519e-13	1.24928421705474e-10	19.5173654828766	-18.8287905488294
ENSG00000280707.2_167228300_167237511	HPAT5	20.3845172324376	-9.48832055769792	10.4302043160813	1.59665602469048e-13	1.25022424482664e-10	19.5030120932335	-20.3845172324376
ENSG00000157399.14_2934632_2968310	ARSE	20.3307691050961	-6.34421126378919	10.3992330124939	1.75496694384671e-13	1.35610452251692e-10	19.4072875685032	-20.3307691050961
ENSG00000280441.2_8380665_8410645	FP236383.1	16.7168250315068	-7.1370161782751	10.3616862415841	1.96840606128665e-13	1.50128029559976e-10	19.2910795590173	-16.7168250315068
ENSG00000278996.1_8197620_8227646	FP671120.1	16.6940478712585	-7.13240423084839	10.3264275563629	2.19277425932991e-13	1.63180607698884e-10	19.181793507953	-16.6940478712585
ENSG00000138172.10_103446786_103452402	CALHM2	-18.5705887154532	-4.58271174041138	-10.320681893907	2.23172025543884e-13	1.63180607698884e-10	19.1639699045686	18.5705887154532
ENSG00000134755.15_31058840_31102522	DSC2	-4.40032261418833	3.31081184608166	-10.3188954124243	2.24397194090453e-13	1.63180607698884e-10	19.1584272301118	4.40032261418833
ENSG00000072832.14_5748084_5893058	CRMP1	19.3843357543299	-9.98278444505853	10.3179199587188	2.25069035087943e-13	1.63180607698884e-10	19.1554006546334	-19.3843357543299
ENSG00000164076.16_49857988_49870222	CAMKV	18.4248999452149	-10.4977791853872	10.2445108048633	2.81951175619171e-13	2.01928618177891e-10	18.927293040134	-18.4248999452149
ENSG00000150510.16_51222334_51284241	FAM124A	18.4288738639496	-10.4806287168001	10.2349383706311	2.90373081319104e-13	2.05454698152133e-10	18.8974990394434	-18.4288738639496
ENSG00000163032.11_17539126_17657018	VSNL1	20.3096761970827	-8.25414552207124	10.215131477931	3.08618022227315e-13	2.15764411801709e-10	18.8358145816033	-20.3096761970827
ENSG00000086062.12_33104082_33167356	B4GALT1	-4.65347594717011	3.60456045606835	-10.2107541769829	3.12804445023839e-13	2.16118431093118e-10	18.8221758562482	4.65347594717011
ENSG00000269404.6_50418938_50431313	SPIB	17.8645017501961	-10.7924633784051	10.1675281717173	3.57367077390307e-13	2.44036004115123e-10	18.6873662168813	-17.8645017501961
ENSG00000177335.10_143039209_143059942	C8orf31	-19.7378333549094	-8.79073627617435	-10.1191835301613	4.14884277043958e-13	2.78196994023166e-10	18.5363209491475	19.7378333549094
ENSG00000183323.12_69280175_69332809	CCDC125	-16.9305782849592	-4.68085903893218	-10.1176408230523	4.16866781447011e-13	2.78196994023166e-10	18.5314962829243	16.9305782849592
ENSG00000046653.14_13771031_13938638	GPM6B	20.1501224042017	-6.28998486922867	10.1110811761491	4.25404214635567e-13	2.80704643965202e-10	18.5109783715359	-20.1501224042017
ENSG00000236673.5_131901963_131920565	AL117378.1	20.348478822836	-9.46936662487966	10.0932769823382	4.49480467873121e-13	2.93295993742053e-10	18.4552621099047	-20.348478822836
ENSG00000107562.16_44370165_44386493	CXCL12	19.9713578107777	-8.33977525810729	10.071749411783	4.80444334556118e-13	3.09388969174981e-10	18.3878421939265	-19.9713578107777
ENSG00000006606.8_75769533_75789896	CCL26	17.4924960052814	-11.5655922189722	10.0665631836209	4.8822156298e-13	3.09388969174981e-10	18.3715915365088	-17.4924960052814
ENSG00000159712.10_97156570_97221235	ANKRD18CP	17.2203496612021	-9.93679139626604	10.0646201336679	4.91168084063834e-13	3.09388969174981e-10	18.3655022898523	-17.2203496612021
ENSG00000280511.1_76561328_76562590	AL591030.1	19.1680028706288	-10.7642628485887	10.0619698046689	4.95216222562845e-13	3.09388969174981e-10	18.357195787047	-19.1680028706288
ENSG00000258649.1_38190983_38202923	AL392023.1	20.9044152003213	-9.02393107933965	10.0067628792738	5.87673205492434e-13	3.63287203567939e-10	18.1839750091691	-20.9044152003213
ENSG00000255356.2_7896608_7896956	AC007536.1	16.3329392116116	-12.120162859423	9.99321810825508	6.12915308691618e-13	3.74944555557632e-10	18.1414194636833	-16.3329392116116
ENSG00000130600.18_1995176_2001470	H19	-3.88234880622885	5.92234764688286	-9.97703735194575	6.44514413953894e-13	3.9021028853887e-10	18.0905528964079	3.88234880622885
ENSG00000186369.10_62114353_62130962	LINC00643	-18.7160436642295	-3.85487431894937	-9.97357164882421	6.51494333568915e-13	3.90411303341854e-10	18.0796538277186	18.7160436642295
ENSG00000176887.6_5692667_5701385	SOX11	15.1979506108729	-12.0936639411533	9.91229272275715	7.88374368146472e-13	4.67665267859978e-10	17.8867018078146	-15.1979506108729
ENSG00000221946.7_35143250_35154301	FXYD7	18.8102027758657	-10.9353846330406	9.90023634289282	8.18561433485833e-13	4.80716573043225e-10	17.8486859539551	-18.8102027758657
ENSG00000253252.2_9180251_9182519	AC022784.2	19.362511930989	-9.86002198932964	9.89569080663975	8.30244254077576e-13	4.82750042665483e-10	17.8343485498267	-19.362511930989
ENSG00000178498.15_57604622_57609804	DTX3	16.5104737459802	-12.035255038638	9.85203908678102	9.51407350914117e-13	5.47777446050327e-10	17.6965371414448	-16.5104737459802
ENSG00000084207.16_67583595_67586656	GSTP1	1.81307665691965	8.05903815284064	9.84601127413606	9.69491456344431e-13	5.52770143269314e-10	17.6774889764142	-1.81307665691965
ENSG00000237872.4_155433178_155434262	POU5F1P4	16.7046175482963	-10.3643726079668	9.7948960708417	1.13753990820594e-12	6.42349097973176e-10	17.5157880075028	-16.7046175482963
ENSG00000185201.16_307631_315272	IFITM2	19.1056632657685	-7.08289711341453	9.79147605477373	1.149784835094e-12	6.43080133433955e-10	17.5049577935157	-19.1056632657685
ENSG00000163803.12_28457145_28643788	PLB1	-18.4534564321299	-6.47975401284526	-9.7747774130076	1.21151679351993e-12	6.7121459182118e-10	17.4520579728218	18.4534564321299
ENSG00000205302.6_122774996_122830108	SNX2	-1.79764013648502	7.58229773402698	-9.75239024540826	1.29958001046079e-12	7.13275096021784e-10	17.3810854098006	1.79764013648502
ENSG00000204531.17_31164337_31180731	POU5F1	19.2154667359239	-1.06421145073171	9.7185652071946	1.4450959358375e-12	7.85797676147488e-10	17.2737394210976	-19.2154667359239
ENSG00000173432.11_18266174_18269977	SAA1	-17.5458695024787	-9.00648783915867	-9.70016463568104	1.53107649554879e-12	8.24913113340309e-10	17.2152871862019	17.5458695024787
ENSG00000173660.11_46303631_46316776	UQCRH	1.16120429517492	6.40723727197903	9.62704257888017	1.92717118009021e-12	1.02888165357416e-09	16.9826099711091	-1.16120429517492
ENSG00000162645.12_89106132_89150456	GBP2	-17.9951462397581	-6.6637717026927	-9.60923992476699	2.03840728372449e-12	1.07846436532692e-09	16.9258663818106	17.9951462397581
ENSG00000269877.3_53787597_53788169	AC008753.3	19.4766388226148	-7.20514661398193	9.59030477828304	2.16386561020474e-12	1.13461906866512e-09	16.86547253494	-19.4766388226148
ENSG00000085662.13_134442350_134459284	AKR1B1	-3.2826788456641	5.26817776380672	-9.58146321248325	2.22509646244081e-12	1.15640035353771e-09	16.8372579653106	3.2826788456641
ENSG00000164430.15_73413515_73452276	CGAS	18.7070549412015	-10.0568053708281	9.57855088929439	2.24564692909172e-12	1.15684304565587e-09	16.8279623775826	-18.7070549412015
ENSG00000116039.12_70935868_70965431	ATP6V1B1	-18.7420125868976	-7.68060728393506	-9.51707532665916	2.72724979640031e-12	1.39272346776697e-09	16.631514396577	18.7420125868976
ENSG00000164111.14_121667955_121697113	ANXA5	-2.21776580061273	8.24047453033311	-9.50444041920025	2.83852375309128e-12	1.43705159006717e-09	16.5910848437018	2.21776580061273
ENSG00000105880.6_97020392_97024950	DLX5	-17.9244180772974	-4.6090575716446	-9.48220879340461	3.04559234272955e-12	1.52870514112374e-09	16.5199028060794	17.9244180772974
ENSG00000226792.7_51082119_51200252	C13orf42	19.7368998580732	-7.77495684422938	9.47776610846065	3.08877092468661e-12	1.53723940757687e-09	16.5056712441677	-19.7368998580732
ENSG00000123342.15_55835433_55842966	MMP19	-17.4667455641413	-2.8540439408329	-9.38552094907458	4.13964348735336e-12	2.04293145446891e-09	16.2096661517919	17.4667455641413
ENSG00000175040.5_143119331_143124014	CHST2	18.2461081691883	-7.71573189024052	9.36937040835759	4.3578745195396e-12	2.13270747424169e-09	16.1577412237489	-18.2461081691883
ENSG00000168077.13_27633868_27676776	SCARA3	-17.60091450911	-4.90341666569352	-9.36338351980901	4.44169717615958e-12	2.15576487656466e-09	16.1384855353355	17.60091450911
ENSG00000170348.8_75131470_75176631	TMED10	-1.71762954570678	5.79003993209889	-9.31003487288567	5.26454743922753e-12	2.53418915953701e-09	15.9667214579803	1.71762954570678
ENSG00000026508.18_35138870_35232402	CD44	17.216241397741	-10.440206741369	9.25869873450711	6.20191627940124e-12	2.96113770195444e-09	15.8011359666882	-17.216241397741
ENSG00000115828.16_37342827_37373322	QPCT	20.1240839350205	-7.28368948651914	9.22726578697463	6.85750224358648e-12	3.24774624402503e-09	15.6996038526051	-20.1240839350205
ENSG00000203499.11_143734140_143790644	IQANK1	-18.1646913184631	-7.91243374458608	-9.2176622975109	7.07145801323719e-12	3.32228411794704e-09	15.6685616501494	18.1646913184631
ENSG00000147601.13_73008864_73048122	TERF1	4.62845448571595	6.00705848228642	9.20525348177588	7.35794544870546e-12	3.4294449394137e-09	15.6284364786174	-4.62845448571595
ENSG00000157350.12_70375978_70439237	ST3GAL2	15.2210141005092	-10.7808026245875	9.13735619867195	9.1467578531699e-12	4.2296192790796e-09	15.4085844758593	-15.2210141005092
ENSG00000229544.8_124445239_124450184	NKX1-2	18.436397084998	-10.4861662136346	9.05971088186356	1.17389303492475e-11	5.3745715212033e-09	15.1565539278171	-18.436397084998
ENSG00000163902.11_128619970_128681075	RPN1	-1.50095174018732	6.21965653016266	-9.05794550870815	1.18058086780395e-11	5.3745715212033e-09	15.1508161144553	1.50095174018733
ENSG00000090661.11_8206736_8262421	CERS4	19.8243420899217	-7.46986795628292	9.0515760714102	1.20503230387233e-11	5.44368708534696e-09	15.1301114022962	-19.8243420899217
ENSG00000135047.14_87725519_87731393	CTSL	-2.99574685509504	7.40437310448214	-9.01010627920456	1.37724849825967e-11	6.17417347765616e-09	14.9952023258865	2.99574685509504
ENSG00000131711.14_72107234_72209570	MAP1B	17.0174876050904	-5.89856856131744	9.00554176472729	1.39766447488874e-11	6.21823042551448e-09	14.9803419150942	-17.0174876050904
ENSG00000106538.9_150338317_150341674	RARRES2	18.0073857064483	-10.6583963906724	9.00178994294874	1.41467437123175e-11	6.24658509769374e-09	14.968125683374	-18.0073857064483
ENSG00000143632.14_229431245_229434098	ACTA1	18.2128386566428	-10.5709571920209	8.99454011778277	1.44813863000035e-11	6.34662965104707e-09	14.944515447039	-18.2128386566428
ENSG00000118971.7_4273772_4305350	CCND2	16.3802691582788	-11.5345371040665	8.97029754601638	1.56596261727888e-11	6.81216937962495e-09	14.8655252118941	-16.3802691582788
ENSG00000113396.12_128538013_129033642	SLC27A6	-16.3393686051792	-2.87597955076374	-8.96545627854686	1.59062905904809e-11	6.86859358461154e-09	14.849743354211	16.3393686051792
ENSG00000124302.12_33621955_33773509	CHST8	17.1892668962577	-11.0785770398044	8.96242488078457	1.60627371397446e-11	6.88552090515169e-09	14.8398601643045	-17.1892668962577
ENSG00000110195.12_72189558_72196323	FOLR1	-16.3939100401919	-5.01732358931354	-8.95977515639745	1.62007594544627e-11	6.89436232233499e-09	14.8312205432256	16.3939100401919
ENSG00000169604.19_69013178_69249327	ANTXR1	17.0664378260698	-11.1253805172594	8.94128350643773	1.71979420428079e-11	7.26606864998545e-09	14.7709066451029	-17.0664378260698
ENSG00000197308.9_8050450_8053484	GATA3-AS1	-16.0131447244395	-10.1129096125104	-8.93296510448837	1.76665355945035e-11	7.41073311327435e-09	14.7437629775585	16.0131447244395
ENSG00000129991.12_55151767_55157773	TNNI3	18.1000631649548	-10.582472264649	8.91560673316805	1.86863595291699e-11	7.78293500758552e-09	14.6870978399079	-18.1000631649547
ENSG00000134057.14_69167010_69178245	CCNB1	-2.86091144278712	7.78463380228696	-8.89416318085752	2.0028763757643e-11	8.28330429010634e-09	14.6170536436571	2.86091144278712
ENSG00000285899.1_43279560_43438657	AL023574.1	-17.326951995975	-10.1049596456343	-8.89126398458699	2.02175897304088e-11	8.30292581886514e-09	14.6075799168905	17.326951995975
ENSG00000198162.12_117367449_117528872	MAN1A2	-4.85698244534076	2.89444189616364	-8.88843164441724	2.04037985981541e-11	8.32120750190135e-09	14.5983238161657	4.85698244534076
ENSG00000232803.1_62663019_62666724	SLCO4A1-AS1	-14.0628412616257	-12.5944339980412	-8.88302898526329	2.07638100621779e-11	8.40962947256223e-09	14.5806656004586	14.0628412616257
ENSG00000259048.1_38034287_38194281	AL392023.2	16.1227695911536	-11.6593219346415	8.87709632922591	2.11665385121355e-11	8.51402265206974e-09	14.561271652972	-16.1227695911536
ENSG00000145703.15_76403249_76708132	IQGAP2	16.679397267396	-9.00309414436573	8.8682948554597	2.17786025443166e-11	8.70062579333388e-09	14.5324928057184	-16.679397267396
ENSG00000226673.2_14280127_14285454	LINC01108	18.4974065671983	-10.4786741585811	8.85030265164273	2.30860366174041e-11	9.1606329218263e-09	14.4736375278938	-18.4974065671983
ENSG00000160685.13_155002630_155018522	ZBTB7B	-15.9936108083791	-7.93467560470933	-8.83364491605048	2.43671407677972e-11	9.60408775751965e-09	14.4191179052268	15.9936108083791
ENSG00000136193.16_29920103_29990289	SCRN1	17.3023150867789	-6.97620362679967	8.82426564351817	2.51198478670766e-11	9.83475537126537e-09	14.3884077121696	-17.3023150867789
ENSG00000284463.1_112648485_112648557	MIR302B	13.9599839009503	-13.2550545297392	8.81259819770101	2.60890681174768e-11	1.01465741942719e-08	14.3501929298084	-13.9599839009503
ENSG00000132334.16_127907061_128085855	PTPRE	-17.3860825961285	-4.56487939375869	-8.80464018543123	2.67717370840579e-11	1.03435776561544e-08	14.3241198425999	17.3860825961285
ENSG00000142511.4_50770464_50771732	GPR32	-17.0983438883213	-3.45625118694599	-8.79373277098435	2.77368415420205e-11	1.06158429129472e-08	14.288373101795	17.0983438883213
ENSG00000163499.11_218990189_218993421	CRYBA2	-16.6654048121852	-9.58913823441407	-8.79261223014038	2.78379588365465e-11	1.06158429129472e-08	14.2847000841908	16.6654048121852
ENSG00000176654.12_7890801_7900140	NANOGP1	18.6049529915436	-10.3242307914791	8.7894584335111	2.81245603263198e-11	1.06559422857018e-08	14.2743615817157	-18.6049529915436
ENSG00000107968.9_30433937_30461833	MAP3K8	-16.2251803370543	-5.16658110921789	-8.77957113068145	2.90425385573767e-11	1.09332125760196e-08	14.24194337152	16.2251803370543
