name	geneName	logFC	AveExpr	t	P.Value	adj.P.Val	B	D12vsD7
ENSG00000117395.12_43164175_43270936	EBNA1BP2	1.2786761977802	7.90951638996489	9.15795601446742	3.38084364542545e-12	4.13639176593542e-09	-15.8084071873502	-1.2786761977802
ENSG00000164294.13_55160118_55167071	GPX8	-18.2707176893098	-6.13844749196955	-9.07881484949444	4.432757227183e-12	5.31270476899543e-09	-16.0817299135181	18.2707176893098
ENSG00000184108.7_188139419_188147743	TRIML1	17.5103002307092	-5.99424958413481	9.0666966864891	4.62076145897068e-12	5.42726916401942e-09	-16.12363503282	-17.5103002307092
ENSG00000167468.16_1103926_1106791	GPX4	-1.13400448221125	7.3883381637338	-8.95255734961241	6.83830454177781e-12	7.87437472205853e-09	-16.5190206664248	1.13400448221125
ENSG00000233828.3_87205408_87240145	LINC01949	-16.7608793582779	-11.4974931422054	-8.91070953570406	7.89781821552481e-12	8.91952250659856e-09	-16.6642902780008	16.7608793582779
ENSG00000111863.12_11712054_11807046	ADTRP	18.4175125613249	-9.49008308456892	8.89356069567786	8.37847787202203e-12	9.28382773566487e-09	-16.72386704631	-18.4175125613249
ENSG00000102743.14_40789412_40810111	SLC25A15	-15.8795974549089	-7.02890782191438	-8.88799531950493	8.54072518799539e-12	9.2883549651001e-09	-16.7432075041743	15.8795974549089
ENSG00000143198.12_165630861_165661796	MGST3	-1.80606395639232	5.88509577601161	-8.76687122755594	1.29750109862823e-11	1.38542449125709e-08	-17.1648226631342	1.80606395639232
ENSG00000213853.9_10528422_10580698	EMP2	14.2619681507461	-11.0948939419626	8.75798883816327	1.33798226986638e-11	1.40313722790076e-08	-17.1957922532784	-14.2619681507461
ENSG00000188643.10_153606886_153613145	S100A16	16.3876750899663	-4.66609160871329	8.70199994694275	1.62416128374404e-11	1.67337052123573e-08	-17.3911625918092	-16.3876750899663
ENSG00000072657.8_72087266_72670757	TRHDE	-15.0258809649104	-12.3223619362107	-8.68409858346479	1.72810826632293e-11	1.74976920959219e-08	-17.4536853958075	15.0258809649104
ENSG00000198856.12_108650584_108667820	OSTC	-1.50891510424991	6.73398023434996	-8.66496470723124	1.84663965198149e-11	1.83809503121894e-08	-17.5205430511929	1.50891510424991
ENSG00000163956.11_3503597_3532559	LRPAP1	1.45723370185517	5.39212509105947	8.59682669847094	2.33938873807707e-11	2.25221774460741e-08	-17.758880643557	-1.45723370185517
ENSG00000113722.16_150166795_150184558	CDX1	17.1175096485646	-10.2291368618724	8.5829538752412	2.45492854234562e-11	2.32533207268277e-08	-17.8074530164813	-17.1175096485646
ENSG00000081026.18_113390749_113685923	MAGI3	16.1862609239709	-8.01225709062548	8.56966861459298	2.57096236167477e-11	2.39658581927102e-08	-17.8539829232442	-16.1862609239709
ENSG00000141543.10_80135214_80147183	EIF4A3	1.21236366205006	7.99114630450804	8.5511713884984	2.74178057561229e-11	2.51588356037473e-08	-17.9187909343595	-1.21236366205006
ENSG00000076716.8_133300103_133415490	GPC4	-14.7704434419317	-5.95752795522325	-8.54194106663206	2.83125228954097e-11	2.5580146647365e-08	-17.9511411848223	14.7704434419317
ENSG00000163803.12_28457145_28643788	PLB1	-17.3336521940155	-6.83082728996267	-8.51957378253494	3.06045878611906e-11	2.68256064376738e-08	-18.0295619248262	17.3336521940155
ENSG00000228980.3_109409990_109495167	LINC01205	-15.1737402549851	-10.7663109918691	-8.48797683409921	3.41647325578567e-11	2.95057683665478e-08	-18.1404099958263	15.1737402549851
ENSG00000072422.16_60869438_61001440	RHOBTB1	13.5325307379593	-0.844669386682536	8.47035003935544	3.63291972696214e-11	3.09203589572907e-08	-18.2022822050363	-13.5325307379593
ENSG00000184305.15_90127535_91601913	CCSER1	-15.4780248433323	-8.50542384720234	-8.42036994788672	4.32477580505665e-11	3.62830155290803e-08	-18.3778491446913	15.4780248433323
ENSG00000198899.2_8527_9207	MT-ATP6	-3.1146628811719	5.19952307451308	-8.39821063970849	4.67261018529383e-11	3.8649067373486e-08	-18.4557499262805	3.1146628811719
ENSG00000151090.18_24117153_24495756	THRB	-15.7730664185271	-8.91922270699672	-8.39343123461573	4.75125176354567e-11	3.87537169885759e-08	-18.472556714925	15.7730664185271
ENSG00000117592.8_173477266_173488807	PRDX6	-1.39538785475405	8.08665477384418	-8.31847713656505	6.17438233005911e-11	4.96716371366276e-08	-18.736354118952	1.39538785475405
ENSG00000256980.4_73223544_73225770	KHDC1L	15.0427595157693	-7.28951715189379	8.31264946812695	6.30157101183577e-11	5.00097784881188e-08	-18.7568814842009	-15.0427595157693
ENSG00000151651.15_133262403_133276868	ADAM8	-16.2151592697197	-3.58477004761847	-8.30863063421475	6.39081550523855e-11	5.00417896234859e-08	-18.7710388358301	16.2151592697197
ENSG00000248445.5_116447547_116508276	SEMA6A-AS1	16.3274745436512	-5.76182960784423	8.27355635448885	7.22575485967043e-11	5.58351191636665e-08	-18.8946456165606	-16.3274745436512
ENSG00000184349.12_107376889_107670895	EFNA5	-15.7470245346442	-11.7310300111502	-8.26589052117721	7.42239630136352e-11	5.66097490376851e-08	-18.921672674478	15.7470245346442
ENSG00000211448.11_80197527_80387757	DIO2	-15.616238912951	-7.20068780056749	-8.25465202567514	7.72046294613017e-11	5.81281573637675e-08	-18.9613031168695	15.616238912951
ENSG00000113460.12_34915376_34925996	BRIX1	1.17206987251362	6.48750109845293	8.24876105539866	7.88148632910693e-11	5.8523191420716e-08	-18.9820800248425	-1.17206987251363
ENSG00000179776.18_66366622_66404786	CDH5	-14.5236743746394	-0.563859591076713	-8.24549414896387	7.97223647327002e-11	5.8523191420716e-08	-18.9936031380882	14.5236743746394
ENSG00000162645.12_89106132_89150456	GBP2	-15.487548989702	-6.25668805571969	-8.20067622400131	9.32884047456099e-11	6.76363968579683e-08	-19.1517598666625	15.487548989702
ENSG00000084234.17_130068147_130144811	APLP2	1.65965425237663	7.39203577684339	8.18759147853517	9.76710140341829e-11	6.99503126973836e-08	-19.1979598992306	-1.65965425237663
ENSG00000140416.20_63042632_63071915	TPM1	-2.15796996777768	7.13939652578778	-8.13569639701259	1.1719201646466e-10	8.29197054327725e-08	-19.3813042175371	2.15796996777768
ENSG00000087086.14_48965301_48966878	FTL	1.63406299618209	10.8261328446556	8.10527439551229	1.30415277184864e-10	9.05301700985009e-08	-19.4888656834282	-1.63406299618209
ENSG00000129003.17_61852389_62060473	VPS13C	-13.6456982050653	-7.39605432249141	-8.10393429138644	1.31031117856737e-10	9.05301700985009e-08	-19.4936051721175	13.6456982050653
ENSG00000281383.1_8254592_8255514	FP671120.4	-1.85977205345946	11.6414674810987	-8.0819211522639	1.41576400866023e-10	9.64871198576753e-08	-19.5714742376745	1.85977205345946
ENSG00000129625.12_112876379_112922539	REEP5	-1.24157941431426	4.69901336182519	-8.0791978138687	1.42939013190147e-10	9.64871198576753e-08	-19.5811098509864	1.24157941431426
ENSG00000169567.11_131159027_131171735	HINT1	-1.58444800312905	6.43780167960802	-8.06577278497283	1.49851478859674e-10	1.00003724988546e-07	-19.6286164871967	1.58444800312905
ENSG00000077274.8_111245103_111270523	CAPN6	-8.78561351449019	2.89027382346219	-8.04404272800594	1.61760137002963e-10	1.05756121045294e-07	-19.7055352192418	8.78561351449019
ENSG00000114850.6_156540140_156555184	SSR3	-1.86969324803172	5.8989935944992	-8.04349408091345	1.62072826707928e-10	1.05756121045294e-07	-19.7074776581238	1.86969324803172
ENSG00000031081.10_119294373_119420714	ARHGAP31	-14.5734519232624	-6.48534316012451	-8.02028379936777	1.75873210631653e-10	1.12098495030237e-07	-19.7896682712075	14.5734519232624
ENSG00000280614.1_8393419_8394341	FP236383.2	-1.85613478427411	13.7466379103003	-8.01967483772455	1.76250778938913e-10	1.12098495030237e-07	-19.7918251162593	1.85613478427411
ENSG00000173157.16_43353866_43551921	ADAMTS20	-13.3765095243509	-4.106591598388	-8.0176389006692	1.77519029370002e-10	1.12098495030237e-07	-19.7990362404052	13.3765095243509
ENSG00000168405.17_25061626_25452263	CMAHP	-16.1424475918704	-10.073175590924	-8.00284707178306	1.87013154747714e-10	1.16837463179457e-07	-19.8514350487865	16.1424475918705
ENSG00000090975.12_122983480_123150015	PITPNM2	-15.0741018015933	-8.22264095290048	-7.98195151593628	2.01301846755832e-10	1.2444056373084e-07	-19.9254775955005	15.0741018015933
ENSG00000161057.11_103344254_103369395	PSMC2	1.27662650525315	6.82551926536903	7.97399745276872	2.07025105711521e-10	1.26645451907505e-07	-19.9536691237075	-1.27662650525315
ENSG00000259970.1_49684480_49684983	AC099668.1	-14.2466945573799	-9.21471678805298	-7.94633713000609	2.28232431116922e-10	1.381794431155e-07	-20.0517334378047	14.2466945573799
ENSG00000168077.13_27633868_27676776	SCARA3	-16.5799143145188	-5.26318968334524	-7.93289682579337	2.39312715159088e-10	1.43409365542324e-07	-20.0993989391565	16.5799143145188
ENSG00000164647.8_90154375_90164829	STEAP1	-17.4869686933062	-7.28431489875733	-7.91560882071059	2.54364242300322e-10	1.50889382399707e-07	-20.1607248253869	17.4869686933062
ENSG00000139514.12_29509410_29595688	SLC7A1	-14.9110738745443	-8.65463333915662	-7.88648201651988	2.81907382671495e-10	1.63420248892403e-07	-20.2640832639384	14.9110738745443
ENSG00000134057.14_69167010_69178245	CCNB1	-2.0954325537027	8.04354915058551	-7.88455052291428	2.83836487255013e-10	1.63420248892403e-07	-20.2709389041642	2.0954325537027
ENSG00000131037.14_55072020_55087923	EPS8L1	-14.8943118046709	-4.70701191926583	-7.88011059905401	2.88321384694224e-10	1.64390776300366e-07	-20.2866987109862	14.8943118046709
ENSG00000173559.12_191678068_191696659	NABP1	2.27398503541652	6.31992002344907	7.86651136748316	3.02506547588665e-10	1.66156897536687e-07	-20.3349765433651	-2.27398503541652
ENSG00000266302.6_16690261_16804453	AC098850.3	-12.2217890105105	-12.1706705853607	-7.86446748962326	3.04698308539774e-10	1.66156897536687e-07	-20.3422332293598	12.2217890105105
ENSG00000163499.11_218990189_218993421	CRYBA2	-15.4973969274294	-9.82323149297996	-7.86384793038364	3.05365842963227e-10	1.66156897536687e-07	-20.3444329863112	15.4973969274294
ENSG00000135972.8_105037983_105099960	MRPS9	1.46684640829543	6.39247796330629	7.8634713991341	3.05772248646303e-10	1.66156897536687e-07	-20.3457698774675	-1.46684640829543
ENSG00000146409.11_132769370_132813339	SLC18B1	-16.0508209268734	-5.5936896113802	-7.8633769238727	3.05874304979654e-10	1.66156897536687e-07	-20.3461053172924	16.0508209268734
ENSG00000281181.1_8437629_8438551	FP236383.3	-1.83412164607975	15.0046309806017	-7.86105365285147	3.08394807013791e-10	1.66156897536687e-07	-20.3543543697712	1.83412164607975
ENSG00000140563.14_94231538_94483952	MCTP2	-15.3425262894449	-9.19430223479862	-7.85592664609666	3.14031186515734e-10	1.67655540822814e-07	-20.3725594107249	15.3425262894449
ENSG00000280800.1_8210384_8211306	FP671120.3	-1.79484924460288	12.468254893541	-7.8530892313862	3.17194892488436e-10	1.67818959019535e-07	-20.3826351218918	1.79484924460288
ENSG00000204072.3_101597510_101598671	ARMCX7P	-16.7675012693862	-7.20288830328503	-7.84838192290754	3.22514346255573e-10	1.69109821540634e-07	-20.3993517720539	16.7675012693862
ENSG00000136943.10_97029679_97039643	CTSV	2.05798357744024	8.37664163658727	7.84375810501781	3.27826745800129e-10	1.70374170801807e-07	-20.4157730333524	-2.05798357744024
ENSG00000167600.13_41193049_41207539	CYP2S1	14.1336575560509	-3.06464982836402	7.83390216424446	3.39445850141948e-10	1.74865231941107e-07	-20.4507795498503	-14.1336575560509
ENSG00000147889.17_21967753_21995301	CDKN2A	-14.9367461440766	-12.902511560347	-7.81478790399263	3.63172675999443e-10	1.85461232551472e-07	-20.5186838652484	14.9367461440766
ENSG00000124570.19_2948159_2972165	SERPINB6	-10.1750632600805	1.79515932895524	-7.77708953043121	4.1496703113962e-10	2.10084214118418e-07	-20.6526617828083	10.1750632600805
ENSG00000104490.17_101686543_102124907	NCALD	-15.1582782576	-12.798261153983	-7.7641871225137	4.34349076338635e-10	2.1801724962512e-07	-20.6985318871941	15.1582782576
ENSG00000167641.10_38251237_38256591	PPP1R14A	14.5034128403709	-3.6268223530615	7.75220219380982	4.53167077234633e-10	2.25535109701342e-07	-20.741147204992	-14.5034128403709
ENSG00000204632.11_29826967_29831125	HLA-G	-15.1288972490681	-0.910527455386775	-7.74370369602754	4.67005306287931e-10	2.30469080860263e-07	-20.7713697065537	15.1288972490681
ENSG00000141696.12_41801947_41812604	P3H4	-15.3271745690768	-10.4213111030029	-7.74000145634499	4.73165742981932e-10	2.31563371567499e-07	-20.7845367111063	15.3271745690768
ENSG00000166396.12_63752935_63805376	SERPINB7	-15.8703610946675	-4.37567130383981	-7.71853497224947	5.10529416768992e-10	2.45752959496661e-07	-20.860894445786	15.8703610946675
ENSG00000237499.6_137823673_137868233	AL357060.1	-15.1012655263957	-7.2523998583025	-7.67704315195598	5.91360812770041e-10	2.82348345134522e-07	-21.0085413364173	15.1012655263957
ENSG00000167792.12_67605653_67612554	NDUFV1	1.1278900264608	6.08072219706405	7.67154161793457	6.03002877036863e-10	2.85585080320515e-07	-21.0281238646309	-1.1278900264608
ENSG00000183734.4_2268495_2270952	ASCL2	-15.302537407358	-12.7303744952734	-7.66107194247725	6.25798047718455e-10	2.93309596115982e-07	-21.0653938324033	15.302537407358
ENSG00000181392.15_36003299_36008793	SYNE4	-15.9954883091311	-4.33371797139842	-7.65949671883328	6.29301839198557e-10	2.93309596115982e-07	-21.0710017107579	15.9954883091311
ENSG00000076706.16_119308529_119321521	MCAM	-14.3202386700736	-1.64604763608348	-7.64901641058824	6.5312035587972e-10	3.02014166454711e-07	-21.1083147571865	14.3202386700736
ENSG00000069188.16_73334384_73644089	SDK2	-14.8187639303909	-9.62596968852302	-7.64456197614606	6.63516186754674e-10	3.0442433671517e-07	-21.1241752424883	14.8187639303909
ENSG00000138814.16_101023409_101348278	PPP3CA	-14.2411295492027	-8.57219878696939	-7.63819239272914	6.78671033935943e-10	3.08963672945396e-07	-21.1468562147413	14.2411295492028
ENSG00000177697.18_832843_839831	CD151	-1.54477541771879	3.16007473888551	-7.62924196769393	7.00555683430865e-10	3.16473335544957e-07	-21.1787298648147	1.54477541771879
ENSG00000078237.6_4307763_4354593	TIGAR	1.71181942470047	6.78247157520686	7.62413698580122	7.13353828689917e-10	3.19794887766968e-07	-21.1969108088862	-1.71181942470047
ENSG00000086570.12_151504093_151568944	FAT2	-13.7164307087693	-9.55884633219965	-7.55953011682753	8.97138240120206e-10	3.99138162329844e-07	-21.4270887722346	13.7164307087693
ENSG00000187608.9_1001138_1014540	ISG15	-15.0376329689865	-4.49918871102339	-7.54956502430854	9.29443724214702e-10	4.07339116357886e-07	-21.4626055634643	15.0376329689865
ENSG00000171488.14_89633072_89769903	LRRC8C	-14.5483255968557	-10.0883597157432	-7.54688800085727	9.38319583110976e-10	4.07758556868863e-07	-21.4721473962638	14.5483255968557
ENSG00000008517.16_3065297_3082192	IL32	15.6850415274297	-9.3138308029071	7.54510233125806	9.44287359036992e-10	4.07758556868863e-07	-21.47851227702	-15.6850415274297
ENSG00000189221.9_43654907_43746824	MAOA	-13.7511593065404	-4.98517079220617	-7.52311066804923	1.02098554381074e-09	4.34488536459226e-07	-21.5569088967465	13.7511593065404
ENSG00000197603.13_37106228_37249428	CPLANE1	-14.7316030806301	-10.6601950794233	-7.52010352475166	1.0319484145044e-09	4.35994493083454e-07	-21.5676301428237	14.7316030806301
ENSG00000104341.16_97775057_97853013	LAPTM4B	-4.69379616516734	2.85393600206308	-7.51639737144078	1.04562230365777e-09	4.38616150192212e-07	-21.5808439579312	4.69379616516734
ENSG00000139973.16_61811974_62112550	SYT16	-15.2745300329232	-10.2790266966832	-7.49541105347361	1.12655455444826e-09	4.69213966802007e-07	-21.6556765331189	15.2745300329232
ENSG00000168994.13_3722614_3752026	PXDC1	-16.3816832081912	-5.54735670365523	-7.47193760121537	1.22455239646548e-09	5.06438652022734e-07	-21.7393944000653	16.3816832081912
ENSG00000137478.14_72836745_73142261	FCHSD2	-15.3927299979634	-5.12486937669773	-7.46296307917317	1.26424170868471e-09	5.17404494109686e-07	-21.7714064690978	15.3927299979634
ENSG00000180902.17_241734579_241768816	D2HGDH	-15.3644518966573	-9.45375622770735	-7.4619753245758	1.26868811878344e-09	5.17404494109686e-07	-21.7749299333719	15.3644518966573
ENSG00000204248.10_33162681_33192499	COL11A2	14.9941891279538	-11.9934684427604	7.45127199570836	1.31788772536623e-09	5.33762706535053e-07	-21.8131121360314	-14.9941891279538
ENSG00000136682.14_113437691_113496189	CBWD2	1.20359667948621	5.74674349830219	7.43955147273739	1.37396231463594e-09	5.52662225011128e-07	-21.8549268669653	-1.20359667948621
ENSG00000278615.4_62662816_62665217	C11orf98	1.07298938622879	5.80858902394315	7.43472525765306	1.39774269133651e-09	5.58402959415778e-07	-21.8721462706534	-1.07298938622879
ENSG00000180438.15_13937273_14082811	TPRXL	-14.8709280701445	-9.39039506420132	-7.42821712761376	1.43046577691724e-09	5.67614619466342e-07	-21.8953676109561	14.8709280701445
ENSG00000087245.12_55389700_55506691	MMP2	-13.5305504312705	-3.30221893931469	-7.3336425837882	2.00268172630579e-09	7.84352578242979e-07	-22.2329401191313	13.5305504312705
ENSG00000116285.12_8004404_8026308	ERRFI1	3.354207030244	5.91116227206417	7.33354372444566	2.00338663198268e-09	7.84352578242979e-07	-22.2332930990462	-3.354207030244
ENSG00000130005.12_1397026_1401570	GAMT	-14.1071649090201	-6.38562414925529	-7.30783370105543	2.19542133396119e-09	8.53844428341318e-07	-22.3250986235835	14.1071649090201
ENSG00000213949.8_52787896_52959210	ITGA1	-13.2306490333642	-3.66414340017723	-7.28310616000987	2.39751768749762e-09	9.21309952387627e-07	-22.4134087610036	13.2306490333642
ENSG00000188505.4_39196961_39201884	NCCRP1	16.5229062166183	-10.5498299366736	7.28278449262281	2.40026602270347e-09	9.21309952387627e-07	-22.4145576192286	-16.5229062166183
ENSG00000138448.11_186590065_186680901	ITGAV	-14.0233766959294	-4.87278181831262	-7.26616542753192	2.54664269901161e-09	9.71147310291265e-07	-22.4739164325969	14.0233766959294
ENSG00000143486.15_206571292_206612463	EIF2D	-16.9810182071641	-4.86647413482739	-7.21976381353647	3.0044833929888e-09	1.12384902050989e-06	-22.639675737597	16.9810182071641
ENSG00000285294.1_46398362_46453306	LINC00842	12.7149761607676	-10.2772269943634	7.20646114809456	3.15035792482779e-09	1.17095613829976e-06	-22.6872027103866	-12.7149761607676
ENSG00000112378.11_138088505_138107511	PERP	-1.54051439980357	6.04779186314096	-7.20230460404037	3.19737780842714e-09	1.1809585317956e-06	-22.702053479344	1.54051439980357
ENSG00000177990.11_63558913_63668939	DPY19L2	-14.433864455689	-12.6103625813724	-7.19957625337661	3.22862339427174e-09	1.18504603797123e-06	-22.7118016359121	14.433864455689
ENSG00000104953.19_2977446_2995184	TLE6	-15.2725709927003	-11.5731240034692	-7.18148276803487	3.44372299017291e-09	1.24839209903632e-06	-22.7764505505304	15.2725709927003
ENSG00000111726.12_22046174_22065674	CMAS	-1.66529861319855	7.38037304919924	-7.14947762351046	3.85998849525744e-09	1.38635624855516e-06	-22.8908161349882	1.66529861319855
